Date,Open,High,Low,Close,Adj Close,Volume
2010-04-29,64.949997,66.000000,64.830002,65.199997,45.841705,37838000
2010-05-06,65.160004,67.610001,61.910000,66.940002,47.065105,58512700
2010-05-13,67.019997,67.300003,65.500000,66.040001,46.432320,39581400
2010-05-20,65.230003,65.230003,61.040001,61.230000,43.050434,56817600
2010-05-27,61.970001,63.590000,61.520000,63.459999,44.618351,34179000
2010-06-03,63.500000,63.650002,61.290001,62.490002,44.274944,39046900
2010-06-10,63.029999,64.290001,62.939999,63.910000,45.281036,29184800
2010-06-17,63.959999,64.790001,62.310001,62.730000,44.445007,31774300
2010-06-24,62.369999,62.990002,60.500000,60.950001,43.183838,55467200
2010-07-01,61.130001,63.080002,60.320000,62.930000,44.586693,31086600
2010-07-08,63.209999,64.260002,62.910000,63.560001,45.033077,28886400
2010-07-15,63.580002,64.980003,61.709999,63.950001,45.309380,43537000
2010-07-22,64.459999,65.790001,64.000000,65.199997,46.195015,26603200
2010-07-29,65.330002,66.349998,64.309998,66.169998,46.882282,29637700
2010-08-05,65.680000,66.830002,65.059998,65.449997,46.372143,29092100
2010-08-12,64.910004,66.000000,64.779999,65.519997,46.421745,21221000
2010-08-19,65.500000,65.519997,64.199997,64.570000,45.748657,24234000
2010-08-26,64.820000,65.050003,63.180000,64.889999,45.975384,26537400
2010-09-02,64.970001,66.010002,64.519997,65.430000,46.707302,19624800
2010-09-09,65.900002,66.540001,65.419998,66.500000,47.471111,23430200
2010-09-16,66.400002,66.980003,65.930000,66.660004,47.585335,29821700
2010-09-23,66.190002,67.000000,65.660004,66.750000,47.649593,28332900
2010-09-30,66.949997,68.110001,66.250000,68.110001,48.620426,31739700
2010-10-07,66.599998,66.800003,65.000000,66.400002,47.399734,47921400
2010-10-14,66.449997,67.019997,64.870003,64.970001,46.378937,37181600
2010-10-21,65.019997,65.500000,63.779999,64.269997,45.879234,35157200
2010-10-28,64.370003,66.099998,64.349998,65.199997,46.543114,30150000
2010-11-04,65.739998,65.830002,64.500000,65.250000,46.578808,35810800
2010-11-11,64.980003,65.220001,63.720001,63.939999,45.643673,28228700
2010-11-18,64.000000,64.989998,63.590000,64.330002,45.922066,29594500
2010-11-25,64.330002,65.720001,63.430000,65.629997,46.850071,29391600
2010-12-02,65.500000,65.629997,64.470001,64.629997,46.481426,30073300
2010-12-09,64.790001,65.870003,64.279999,65.239998,46.920135,31140000
2010-12-16,65.239998,66.510002,65.120003,65.680000,47.236591,29522700
2010-12-23,65.650002,65.919998,65.180000,65.330002,46.984879,11975700
2010-12-30,65.309998,66.879997,65.029999,66.589996,47.891048,31551100
2011-01-06,66.709999,67.070000,65.839996,66.730003,47.991749,27720000
2011-01-13,66.699997,67.459999,65.690002,65.900002,47.394810,27867500
2011-01-20,65.940002,66.330002,65.519997,65.860001,47.366043,29192800
2011-01-27,65.730003,65.949997,64.040001,64.650002,46.495823,41300600
2011-02-03,64.510002,64.760002,63.259998,64.419998,46.330406,35471900
2011-02-10,63.480000,64.480003,62.560001,63.959999,45.999577,51415700
2011-02-17,63.279999,64.709999,62.570000,62.930000,45.258812,44039200
2011-02-24,62.849998,63.959999,62.540001,62.939999,45.265999,38814500
2011-03-03,63.189999,64.830002,63.000000,64.650002,46.851601,38392800
2011-03-10,64.339996,64.889999,62.049999,62.310001,45.155811,38571700
2011-03-17,62.910000,64.360001,62.560001,64.199997,46.525475,30651100
2011-03-24,64.360001,65.330002,63.950001,65.050003,47.141483,25124800
2011-03-31,65.089996,65.879997,64.349998,65.750000,47.648773,27541400
2011-04-07,65.589996,66.830002,65.349998,66.449997,48.156048,26263000
2011-04-14,66.339996,67.489998,66.120003,67.330002,48.793785,24540500
2011-04-21,67.529999,68.250000,66.839996,67.930000,49.228603,20612800
2011-04-28,67.930000,69.940002,67.870003,69.830002,50.605522,41262300
2011-05-05,69.400002,70.779999,68.459999,70.199997,50.873661,32484000
2011-05-12,70.330002,71.459999,69.959999,71.269997,51.649086,31774800
2011-05-19,71.339996,71.889999,70.239998,70.449997,51.054844,27848500
2011-05-26,70.339996,71.120003,69.849998,70.290001,50.938896,24549700
2011-06-02,70.260002,70.389999,68.410004,68.839996,50.251965,29635800
2011-06-09,68.970001,69.949997,68.239998,68.480003,49.989174,30413300
2011-06-16,68.540001,69.489998,68.529999,68.779999,50.208168,29971400
2011-06-23,68.269997,70.260002,67.459999,69.959999,51.069553,41309700
2011-06-30,70.129997,70.489998,69.610001,70.169998,51.222843,25054800
2011-07-07,70.489998,70.750000,68.629997,68.889999,50.288464,27292000
2011-07-14,68.739998,69.080002,67.379997,68.489998,49.996471,29642400
2011-07-21,67.309998,67.309998,63.790001,63.860001,46.616650,76340200
2011-07-28,64.150002,64.589996,63.180000,64.480003,47.069241,43388500
2011-08-04,64.430000,65.480003,60.099998,60.320000,44.032536,103134100
2011-08-11,60.410000,64.779999,60.410000,64.620003,47.171444,44803900
2011-08-18,63.820000,64.559998,61.770000,63.700001,46.499863,47862200
2011-08-25,63.770000,64.910004,62.000000,64.430000,47.032749,61210400
2011-09-01,64.379997,64.879997,61.180000,61.619999,45.343430,34907500
2011-09-08,61.419998,62.160000,59.250000,61.580002,45.313999,57996600
2011-09-15,62.080002,63.590000,60.000000,60.790001,44.732670,72903100
2011-09-22,60.000000,63.310001,59.590000,61.970001,45.600975,52838200
2011-09-29,62.740002,63.119999,58.500000,60.290001,44.364738,45172300
2011-10-06,59.959999,63.619999,59.480000,62.700001,46.138165,45977400
2011-10-13,62.189999,62.810001,61.669998,62.110001,45.704006,33799800
2011-10-20,62.279999,62.880001,61.500000,62.009998,45.630417,41187700
2011-10-27,62.910000,63.580002,61.889999,62.410000,45.924759,47025300
2011-11-03,62.470001,63.750000,61.560001,62.279999,45.829102,34612300
2011-11-10,62.650002,66.650002,62.290001,65.089996,47.896847,47465000
2011-11-17,64.900002,65.089996,62.250000,62.400002,45.917404,40970400
2011-11-24,62.700001,64.610001,62.400002,64.000000,47.094765,24784000
2011-12-01,64.269997,65.169998,63.830002,64.910004,48.153954,31490200
2011-12-08,64.540001,65.400002,63.889999,63.980000,47.464020,27968100
2011-12-15,64.029999,66.250000,63.939999,66.040001,48.992264,29760200
2011-12-22,66.029999,66.779999,65.839996,65.910004,48.895802,11886700
2011-12-29,65.970001,67.190002,65.959999,66.739998,49.511547,16864400
2012-01-05,66.580002,66.669998,64.129997,65.010002,48.228127,32767900
2012-01-12,65.099998,65.180000,64.300003,64.849998,48.109440,25254500
2012-01-19,65.139999,66.800003,64.949997,66.699997,49.481880,28565600
2012-01-26,66.620003,66.959999,65.160004,66.379997,49.244476,29076200
2012-02-02,66.599998,66.980003,66.129997,66.739998,49.511547,27956800
2012-02-09,64.860001,64.900002,62.919998,63.070000,46.788933,67313700
2012-02-16,63.200001,63.389999,62.330002,63.099998,46.811195,38183800
2012-02-23,63.180000,63.750000,62.810001,62.939999,46.692501,74024500
2012-03-01,63.049999,63.049999,62.150002,62.619999,46.836025,34058900
2012-03-08,62.900002,64.629997,62.730000,64.059998,47.913059,30973500
2012-03-15,64.000000,65.580002,63.799999,65.360001,48.885395,34392800
2012-03-22,65.139999,66.190002,65.029999,65.930000,49.311729,26824900
2012-03-29,65.849998,66.820000,65.529999,66.339996,49.618370,27138700
2012-04-05,66.040001,66.209999,64.790001,65.150002,48.728325,21374600
2012-04-12,65.059998,66.650002,64.639999,66.209999,49.521126,33273900
2012-04-19,66.199997,66.860001,66.000000,66.669998,49.865192,31347400
2012-04-26,66.500000,66.919998,65.769997,66.830002,49.984859,32008700
2012-05-03,66.849998,67.000000,65.680000,65.940002,49.319187,32633700
2012-05-10,66.169998,69.070000,66.169998,68.750000,51.420895,49426300
2012-05-17,68.589996,69.180000,67.379997,68.000000,50.859947,38353100
2012-05-24,68.180000,69.339996,67.900002,68.220001,51.024490,43212400
2012-05-31,68.139999,68.589996,66.660004,67.489998,50.873272,38738300
2012-06-07,67.800003,68.879997,67.190002,68.550003,51.672298,24617900
2012-06-14,68.669998,69.750000,68.290001,68.910004,51.943665,33173600
2012-06-21,69.089996,69.919998,68.099998,69.750000,52.576843,31522900
2012-06-28,69.519997,70.889999,69.110001,70.760002,53.338173,24579100
2012-07-05,70.500000,70.550003,69.599998,70.129997,52.863274,24599200
2012-07-12,69.959999,70.839996,69.570000,70.379997,53.051731,24458900
2012-07-19,70.360001,70.470001,68.459999,70.300003,52.991421,31428600
2012-07-26,70.720001,72.940002,70.510002,72.400002,54.574383,46328500
2012-08-02,72.110001,72.949997,71.449997,72.570000,54.702522,24301700
2012-08-09,72.419998,72.680000,71.669998,72.620003,54.740215,24954700
2012-08-16,72.440002,73.650002,72.400002,72.889999,54.943741,26526700
2012-08-23,72.949997,73.660004,72.500000,72.779999,54.860825,19452100
2012-08-30,72.510002,72.760002,71.360001,71.540001,53.926132,19318600
2012-09-06,71.860001,72.500000,69.959999,70.059998,53.205444,28544700
2012-09-13,70.269997,71.180000,70.000000,70.849998,53.805378,32133800
2012-09-20,70.790001,71.580002,70.260002,70.419998,53.478836,26985800
2012-09-27,70.480003,71.230003,70.250000,70.699997,53.691471,21684200
2012-10-04,70.779999,71.470001,70.089996,70.290001,53.380104,22969900
2012-10-11,70.750000,70.930000,69.750000,70.099998,53.235825,31073100
2012-10-18,70.129997,70.910004,68.230003,68.400002,51.944798,34786800
2012-10-25,68.639999,69.680000,68.529999,69.239998,52.582714,15496100
2012-11-01,69.250000,69.769997,68.320000,68.989998,52.392853,24245000
2012-11-08,68.889999,69.300003,68.040001,68.169998,51.770134,23539000
2012-11-15,68.120003,69.400002,67.720001,69.309998,52.635864,24922400
2012-11-22,69.500000,70.589996,69.500000,70.349998,53.425674,16512700
2012-11-29,70.389999,70.639999,69.300003,69.709999,52.939640,24205300
2012-12-06,69.809998,70.889999,69.750000,70.239998,53.755344,22425700
2012-12-13,70.320000,70.769997,69.849998,69.879997,53.479839,27153200
2012-12-20,70.029999,70.250000,68.580002,68.839996,52.683918,21028900
2012-12-27,68.750000,69.480003,67.389999,69.330002,53.058914,22468100
2013-01-03,69.279999,70.040001,69.050003,70.010002,53.579342,26724200
2013-01-10,70.190002,71.800003,70.160004,71.480003,54.704342,27771000
2013-01-17,71.639999,72.540001,71.300003,71.809998,54.956886,27091100
2013-01-24,71.910004,73.459999,71.910004,73.209999,56.028324,24865100
2013-01-31,73.360001,73.370003,72.400002,72.769997,55.691566,27433600
2013-02-07,72.820000,73.029999,70.980003,71.500000,54.719635,30039600
2013-02-14,72.120003,75.860001,71.500000,75.419998,57.719643,35970200
2013-02-21,75.269997,76.330002,74.529999,75.480003,57.765560,29049600
2013-02-28,75.440002,77.089996,75.370003,76.800003,59.196156,27213900
2013-03-07,76.760002,77.410004,76.650002,76.949997,59.311764,20934000
2013-03-14,77.059998,77.220001,76.070000,76.320000,58.826195,27597700
2013-03-21,76.290001,79.269997,76.000000,78.290001,60.344608,33885800
2013-03-28,78.500000,79.879997,78.070000,78.959999,60.861031,16906600
2013-04-04,78.300003,80.099998,78.250000,80.059998,61.708916,20731500
2013-04-11,80.029999,80.480003,78.739998,78.849998,60.776260,28967400
2013-04-18,80.209999,84.320000,80.110001,82.339996,63.466286,46997800
2013-04-25,82.410004,83.089996,82.019997,82.209999,63.366089,19176600
2013-05-02,82.139999,83.650002,82.080002,83.250000,64.167709,18353700
2013-05-09,83.349998,84.449997,82.519997,84.250000,64.938499,18510700
2013-05-16,84.040001,84.779999,82.120003,82.970001,63.951889,22182200
2013-05-23,82.300003,83.480003,80.919998,81.120003,62.525928,16665100
2013-05-30,81.139999,82.059998,79.730003,81.199997,62.587582,30072400
2013-06-06,81.190002,83.190002,80.709999,82.110001,63.732483,28299300
2013-06-13,82.059998,83.000000,80.889999,80.889999,62.785538,22942600
2013-06-20,80.480003,81.570000,78.199997,81.300003,63.103779,33683900
2013-06-27,81.769997,82.540001,80.320000,80.730003,62.661343,23183700
2013-07-04,81.099998,83.419998,80.290001,82.989998,64.415527,16581700
2013-07-11,83.650002,85.510002,83.309998,85.239998,66.161957,25071400
2013-07-18,85.330002,87.059998,85.300003,85.639999,66.472389,32390300
2013-07-25,85.639999,85.989998,83.430000,83.540001,64.842422,25052200
2013-08-01,84.040001,85.430000,83.400002,84.760002,65.789360,21494300
2013-08-08,84.980003,85.089996,82.730003,82.750000,64.229240,15364000
2013-08-15,82.239998,82.279999,79.010002,79.080002,61.380646,25234500
2013-08-22,78.989998,80.099998,78.610001,79.370003,61.605743,21164500
2013-08-29,79.250000,80.790001,79.000000,79.529999,61.729923,21281300
2013-09-05,79.529999,79.900002,78.320000,79.849998,62.420372,21346600
2013-09-12,79.970001,82.930000,79.559998,82.879997,64.788986,19878400
2013-09-19,82.879997,82.940002,80.080002,80.209999,62.701809,26927300
2013-09-26,80.279999,80.680000,78.669998,79.559998,62.193676,22186000
2013-10-03,79.570000,80.190002,78.860001,79.500000,62.146782,22521300
2013-10-10,79.959999,82.400002,79.809998,82.269997,64.312149,25228000
2013-10-17,82.050003,83.730003,81.629997,83.330002,65.140770,24628900
2013-10-24,83.410004,85.500000,82.440002,84.720001,66.227386,22883400
2013-10-31,84.650002,86.730003,83.830002,86.680000,67.759521,21539700
2013-11-07,86.570000,86.680000,84.320000,85.949997,67.188873,23176700
2013-11-14,85.980003,86.629997,84.930000,85.129997,66.547859,18876100
2013-11-21,85.790001,86.120003,84.070000,84.419998,65.992836,17298700
2013-11-28,84.620003,84.879997,82.110001,82.650002,64.609207,19781300
2013-12-05,82.410004,83.250000,81.889999,82.669998,65.065865,27029700
2013-12-12,82.559998,82.650002,79.959999,81.419998,64.082039,29998400
2013-12-19,81.279999,82.379997,81.019997,82.040001,64.569992,16405900
2013-12-26,82.139999,83.330002,82.010002,82.940002,65.278366,9176700
2014-01-02,82.930000,83.989998,81.820000,83.239998,65.514473,22437200
2014-01-09,83.339996,83.639999,82.260002,82.889999,65.239014,21343300
2014-01-16,82.680000,83.169998,82.040001,82.849998,65.207535,18695400
2014-01-23,82.849998,82.849998,80.099998,80.220001,63.137566,28553800
2014-01-30,80.620003,81.360001,78.279999,79.419998,62.507908,28652500
2014-02-06,80.190002,81.849998,78.849998,81.489998,64.137108,24948900
2014-02-13,80.769997,80.870003,77.010002,77.099998,60.681946,44557100
2014-02-20,77.430000,79.879997,77.370003,78.650002,61.901901,38911100
2014-02-27,78.650002,81.470001,78.400002,81.110001,63.838043,37363300
2014-03-06,81.169998,82.980003,80.959999,82.150002,65.114037,25732000
2014-03-13,82.209999,82.709999,80.860001,81.370003,64.495781,30238300
2014-03-20,81.360001,83.739998,81.250000,82.870003,65.684723,28260100
2014-03-27,82.849998,83.800003,82.440002,82.730003,65.573753,24647000
2014-04-03,82.919998,84.230003,82.300003,83.910004,66.509033,28222400
2014-04-10,83.849998,84.980003,81.989998,84.769997,67.190704,30239200
2014-04-17,85.900002,85.949997,84.489998,85.410004,67.697975,25346800
2014-04-24,85.379997,87.000000,85.000000,85.889999,68.078430,22734100
2014-05-01,86.000000,87.120003,84.949997,86.800003,68.799744,18918200
2014-05-08,86.790001,87.680000,86.419998,86.839996,68.831444,15042300
2014-05-15,86.839996,86.900002,85.360001,86.099998,68.244904,18908400
2014-05-22,86.059998,87.160004,85.360001,87.070000,69.013733,14152100
2014-05-29,86.989998,88.480003,86.879997,87.430000,69.299080,21752100
2014-06-05,87.790001,88.720001,87.220001,87.779999,70.096947,16061500
2014-06-12,87.589996,88.970001,86.709999,88.900002,70.991318,19505700
2014-06-19,88.959999,90.239998,87.739998,88.580002,70.735786,23540100
2014-06-26,89.089996,89.690002,87.989998,89.669998,71.606201,18029400
2014-07-03,89.900002,90.139999,89.480003,89.769997,71.686073,10483300
2014-07-10,89.230003,91.389999,89.150002,90.500000,72.268997,20377700
2014-07-17,90.150002,93.089996,89.010002,90.820000,72.524536,27379200
2014-07-24,91.620003,92.339996,88.720001,88.910004,70.999313,21712400
2014-07-31,88.239998,90.760002,87.459999,90.510002,72.276985,29571200
2014-08-07,90.790001,91.889999,89.510002,91.739998,73.259209,21062900
2014-08-14,91.820000,92.750000,91.290001,92.230003,73.650482,19239800
2014-08-21,92.570000,93.510002,91.599998,92.230003,73.650482,19056100
2014-08-28,92.089996,93.139999,91.809998,92.750000,74.065758,16951900
2014-09-04,92.949997,93.150002,91.300003,91.790001,73.821999,18128800
2014-09-11,91.690002,93.309998,90.580002,92.849998,74.674507,21181600
2014-09-18,92.970001,94.209999,92.699997,93.500000,75.197258,22417000
2014-09-25,93.400002,93.430000,92.419998,92.650002,74.513657,19944300
2014-10-02,92.809998,93.940002,92.330002,93.940002,75.551125,23846400
2014-10-09,95.349998,96.220001,90.760002,91.769997,73.805908,37089100
2014-10-16,90.269997,95.019997,89.820000,94.459999,75.969337,32500000
2014-10-23,94.940002,95.500000,93.500000,94.690002,76.154312,19588900
2014-10-30,94.449997,97.860001,94.150002,96.889999,77.923660,20905500
2014-11-06,96.959999,97.389999,95.500000,97.160004,78.140816,19328500
2014-11-13,96.529999,98.959999,96.529999,98.410004,79.146133,21643900
2014-11-20,98.010002,99.639999,97.870003,99.349998,79.902122,19854100
2014-11-27,99.720001,100.699997,98.180000,98.320000,79.073723,14994600
2014-12-04,98.040001,98.279999,96.070000,96.180000,77.860649,21556600
2014-12-11,96.300003,97.000000,92.430000,93.720001,75.869217,26427800
2014-12-18,94.709999,97.889999,93.739998,97.089996,78.597321,24094400
2014-12-25,97.120003,97.570000,94.540001,94.559998,76.549210,9808300
2015-01-01,94.930000,96.230003,92.940002,95.739998,77.504456,22708000
2015-01-08,96.739998,97.910004,95.459999,96.669998,78.257347,25884900
2015-01-15,97.139999,98.330002,96.339996,97.400002,78.848267,20889000
2015-01-22,97.480003,99.000000,95.250000,95.720001,77.488251,30422200
2015-01-29,95.720001,97.269997,93.559998,96.599998,78.200645,29386400
2015-02-05,97.230003,100.760002,95.589996,100.400002,81.276863,29846300
2015-02-12,100.050003,100.500000,98.000000,99.330002,80.410690,24055600
2015-02-19,99.300003,99.970001,97.830002,99.500000,80.548294,17963500
2015-02-26,99.150002,99.370003,97.120003,97.360001,78.815910,23829600
2015-03-05,97.699997,97.830002,93.449997,93.629997,76.304283,24841400
2015-03-12,93.959999,95.760002,92.239998,94.639999,77.127357,26045700
2015-03-19,94.430000,97.160004,93.699997,95.260002,77.632645,30020400
2015-03-26,95.250000,96.680000,94.169998,95.089996,77.494102,22983300
2015-04-02,94.779999,97.089996,94.779999,96.029999,78.260170,15703700
2015-04-09,95.830002,97.300003,95.389999,96.629997,78.749138,17975200
2015-04-16,96.529999,97.639999,95.360001,97.279999,79.278839,22637100
2015-04-23,96.669998,97.440002,93.260002,94.379997,76.915474,28587400
2015-04-30,94.160004,96.250000,93.760002,95.480003,77.811935,21945300
2015-05-07,95.150002,97.099998,94.949997,96.410004,78.569855,19429000
2015-05-14,96.839996,98.440002,96.739998,97.690002,79.612984,17270000
2015-05-21,97.400002,97.790001,95.500000,96.379997,78.545425,14551600
2015-05-28,96.550003,97.389999,95.150002,95.300003,77.665253,22669000
2015-06-04,95.010002,95.620003,92.720001,93.690002,76.916130,21305400
2015-06-11,94.000000,94.290001,92.540001,94.050003,77.211662,19809200
2015-06-18,94.330002,95.879997,94.120003,95.290001,78.229645,21547300
2015-06-25,95.750000,95.989998,93.260002,94.519997,77.597534,22168700
2015-07-02,94.599998,96.660004,94.010002,95.610001,78.492363,21941900
2015-07-09,97.339996,97.489998,94.080002,96.349998,79.099876,34373800
2015-07-16,97.089996,97.480003,96.050003,97.169998,79.773087,17654800
2015-07-23,97.000000,97.370003,95.330002,96.529999,79.247673,19946200
2015-07-30,96.180000,99.349998,96.150002,99.190002,81.431435,20416800
2015-08-06,99.660004,100.610001,97.000000,98.379997,80.766449,22910600
2015-08-13,98.400002,100.419998,98.029999,98.989998,81.267235,19301300
2015-08-20,98.309998,98.599998,76.480003,92.489998,75.930969,40710300
2015-08-27,93.500000,93.989998,90.870003,91.639999,75.233147,32323500
2015-09-03,92.000000,93.080002,90.500000,90.830002,75.146584,17540300
2015-09-10,90.500000,93.320000,90.430000,93.070000,76.999825,20251400
2015-09-17,93.309998,94.370003,91.790001,92.400002,76.445503,26526700
2015-09-24,91.889999,94.400002,91.449997,94.300003,78.017448,25126200
2015-10-01,94.199997,98.989998,92.529999,98.519997,81.508759,29548200
2015-10-08,97.599998,100.099998,97.410004,97.489998,80.656647,25099400
2015-10-15,98.110001,100.900002,97.430000,100.250000,82.940056,24163000
2015-10-22,100.669998,103.440002,100.330002,102.739998,85.000130,23881800
2015-10-29,102.089996,103.239998,99.830002,100.620003,83.246178,20961700
2015-11-05,100.620003,100.940002,98.230003,99.430000,82.261658,17969500
2015-11-12,98.900002,100.379997,97.650002,100.269997,82.956619,18861100
2015-11-19,100.519997,102.150002,100.000000,100.500000,83.146881,19212000
2015-11-26,100.089996,101.120003,99.360001,99.480003,82.303024,16381500
2015-12-03,99.620003,101.510002,98.540001,99.129997,82.587944,23072000
2015-12-10,99.309998,101.330002,96.809998,101.080002,84.212578,26538900
2015-12-17,101.000000,101.110001,97.769997,100.639999,83.845970,21131200
2015-12-24,100.510002,101.699997,100.110001,101.150002,84.270882,9757200
2015-12-31,100.529999,100.910004,97.800003,99.480003,82.879547,20107700
2016-01-07,98.459999,98.980003,96.349998,96.500000,80.396828,26278800
2016-01-14,96.400002,97.080002,93.300003,93.769997,78.122398,29208900
2016-01-21,94.040001,97.279999,93.250000,95.940002,79.930290,26960200
2016-01-28,96.430000,99.400002,96.080002,98.720001,82.246376,25114500
2016-02-04,98.680000,98.900002,96.400002,97.620003,81.329948,25016000
2016-02-11,96.389999,99.889999,96.089996,99.550003,82.937874,20212000
2016-02-18,99.570000,100.559998,98.400002,99.680000,83.046181,22404200
2016-02-25,99.830002,100.699997,97.540001,98.330002,81.921455,26470600
2016-03-03,98.349998,100.580002,98.019997,100.199997,84.075890,27847100
2016-03-10,100.449997,101.570000,100.010002,100.830002,84.604515,23032600
2016-03-17,101.000000,102.120003,100.320000,100.809998,84.587723,24195500
2016-03-24,100.699997,102.889999,100.150002,102.690002,86.165199,14998900
2016-03-31,102.540001,103.989998,101.949997,103.919998,87.197266,21502700
2016-04-07,103.339996,105.769997,103.029999,104.120003,87.365074,25309000
2016-04-14,102.730003,104.610001,102.389999,102.440002,85.955429,27657900
2016-04-21,102.339996,103.400002,100.419998,102.629997,86.114853,23260900
2016-04-28,102.169998,104.440002,102.160004,104.019997,87.281166,20750300
2016-05-05,103.870003,106.940002,103.599998,105.720001,88.707611,18691800
2016-05-12,106.129997,106.400002,100.269997,100.910004,84.671623,27663300
2016-05-19,100.750000,101.790001,100.000000,101.089996,84.822655,21282400
2016-05-26,101.199997,102.379997,100.300003,101.570000,85.225418,18530200
