,,,,Close,Adj Close,Volume
,,,,107.07,85.414085,1224429700
,,,,110.830002,88.413582,1049159600
,,,,112.970001,90.120781,933311900
,,,,109.300003,87.193054,1017325700
,,,,109.790001,87.583969,901328800
,,,,105.940002,84.512665,1191964700
,,,,108.459999,86.522957,1195088300
,,,,110.410004,88.078529,660207600
,,,,113.080002,90.208542,831772400
,,,,113.419998,90.479752,1070066500
,,,,114.470001,91.806259,929661200
,,,,116.029999,93.057404,1006159300
,,,,117.919998,94.573204,822275600
,,,,117.870003,94.533081,1083330600
,,,,118.379997,94.942123,829950500
,,,,119.949997,96.201271,872005000
,,,,122.099998,97.925568,959809600
,,,,118.220001,94.813797,1032902300
,,,,120.199997,96.401772,898292700
,,,,121.010002,97.051392,754618000
,,,,123.279999,98.871979,790153200
,,,,124.099998,99.529602,683162200
,,,,125.779999,100.876999,619039600
,,,,125.919998,101.520409,241521900
,,,,127.639999,102.907104,577946000
,,,,128.580002,103.66494,619171500
,,,,128.25,103.398911,513086000
,,,,129.669998,104.543739,749757800
,,,,130.490005,105.204865,853707100
,,,,132.270004,106.639938,638470100
,,,,133.850006,107.913803,651868400
,,,,131.020004,105.632179,700513300
,,,,131.210007,105.78537,1002546700
,,,,132.389999,106.736687,998893800
,,,,126.18,101.730011,1590143400
,,,,129.660004,104.53569,916873400
,,,,132.770004,107.508064,690168800
,,,,133.660004,108.228722,628359200
,,,,131.460007,106.447342,763308700
,,,,133.100006,107.775299,822379000
,,,,135.669998,109.856277,491323500
,,,,134.830002,109.176109,687217400
,,,,134.440002,108.860352,872162800
,,,,134.360001,108.79557,798575100
,,,,132.389999,107.200378,769034100
,,,,131.869995,106.779327,683597400
,,,,128.419998,103.985748,975465100
,,,,127.019997,102.852112,1068722000
,,,,128.669998,104.188164,1070657000
,,,,130.720001,106.372871,1139172300
,,,,133.970001,109.01754,734976000
,,,,131.839996,107.284279,979221600
,,,,132.649994,107.943375,946697000
,,,,130.600006,106.275253,888217800
,,,,126.169998,102.670349,1558253800
,,,,112.290001,91.375557,3259041000
,,,,119.669998,97.381004,1592818200
,,,,118.080002,96.087151,1794334500
,,,,122.220001,99.456062,1360982600
,,,,120.290001,97.885506,1005036800
,,,,119.370003,97.136879,1528461000
,,,,116.629997,94.907196,1388006000
,,,,115.139999,94.179466,1680278200
,,,,114.419998,93.590538,1694923500
,,,,120.75,98.768219,1291757900
,,,,121.129997,99.079002,1171707200
,,,,124.300003,101.671944,1301941200
,,,,123.989998,101.418404,1508556800
,,,,123.160004,100.739456,1299601900
,,,,124.080002,101.491997,1001541100
,,,,116.559998,95.340973,1217235600
,,,,124.989998,102.236336,833924000
,,,,126.730003,103.659569,1039973000
,,,,121.739998,99.577972,1149578900
,,,,124.169998,101.565582,1023142600
,,,,124.830002,102.753044,416835400
,,,,127.699997,105.11544,539990600
,,,,129.199997,106.350151,648297900
,,,,130.770004,107.642509,594424300
,,,,132.559998,109.115936,695551400
,,,,132.470001,109.04184,790897900
,,,,135.190002,111.280792,656272900
,,,,134.559998,110.762238,792876900
,,,,136.029999,111.972252,574934800
,,,,137.020004,112.787155,704262900
,,,,135.690002,111.692352,752248900
,,,,139.910004,115.166069,673063300
,,,,140.210007,115.412949,687421200
,,,,140.470001,116.133751,644332300
,,,,139.860001,115.629387,754894300
,,,,137,113.264885,654488600
,,,,138.610001,114.595947,743155300
,,,,139.190002,115.07547,801447600
,,,,140.320007,116.009743,642022000
,,,,135.740005,112.22319,899583100
,,,,132.830002,109.817314,882437200
,,,,132.270004,109.354385,1147959500
,,,,131.759995,108.932716,618077100
,,,,131.970001,109.106354,1000324900
,,,,132.070007,109.189011,852599900
,,,,135.479996,112.00827,875255300
,,,,133.169998,110.668907,731399100
,,,,137.410004,114.192513,591467500
,,,,134.160004,111.491646,690768300
,,,,137.369995,114.159233,622961000
,,,,133.960007,111.325439,720386200
,,,,137.589996,114.342072,758947100
,,,,140.490005,116.752083,643007600
,,,,140.949997,117.134361,442976600
,,,,141.820007,117.857353,519908200
,,,,141.509995,117.599739,420844400
,,,,140.910004,117.101128,469446800
,,,,144.389999,119.99308,528404000
,,,,146.699997,121.912796,741319900
,,,,143.289993,119.078979,638096700
,,,,145.089996,121.218491,633142900
,,,,143.279999,119.706223,600689500
,,,,146.199997,122.145859,593122100
,,,,141.020004,117.818123,771568000
,,,,141.350006,118.093826,383919400
,,,,139.720001,116.731987,708448900
,,,,135.929993,113.565582,794773400
,,,,139.449997,116.506424,770626300
,,,,141.460007,118.185753,471266300
,,,,141.5,118.219116,687123200
,,,,143.509995,119.898453,609238200
,,,,144.289993,120.550125,745313100
,,,,141.75,118.428001,575193100
,,,,146.059998,122.894371,752721500
,,,,145.919998,122.776588,583592700
,,,,147.050003,123.727356,532242000
,,,,149.369995,125.679398,520132900
,,,,150.070007,126.268394,650137800
,,,,151.160004,127.185486,651897600
,,,,152.149994,128.018448,487114000
,,,,151.339996,127.336937,551741000
,,,,151.910004,127.816528,872816500
,,,,154.5,129.995758,612412800
,,,,155.899994,131.173752,491632700
,,,,155.690002,130.99707,672961900
,,,,156.190002,132.002228,577898100
,,,,155.229996,131.190842,457798600
,,,,158.669998,134.098175,615755500
,,,,155.110001,131.089493,818104000
,,,,157.880005,133.430527,686746800
,,,,158.279999,133.768555,570437100
,,,,163.339996,138.045013,495270400
,,,,166.119995,140.394409,531504200
,,,,165.929993,140.233841,664621800
,,,,165.220001,139.63382,666681500
,,,,161.270004,136.295547,822403900
,,,,161.75,136.701218,831097300
,,,,163.449997,138.13797,761926000
,,,,160.139999,135.340561,1112651900
,,,,161.279999,137.025208,651921500
,,,,165.190002,140.347153,471217500
,,,,167.949997,142.692123,490831500
,,,,168.520004,143.176407,480624100
,,,,168.710007,143.33786,526196500
,,,,169.179993,143.737106,427977500
,,,,168.740005,143.363312,423167500
,,,,164.559998,139.811905,629062500
,,,,163.910004,139.259705,548794800
,,,,165.75,140.822983,493893900
,,,,169.399994,143.924026,510799400
,,,,173.050003,147.025162,548219900
,,,,169.039993,143.618164,607740100
,,,,169.179993,144.437714,560735700
,,,,165.600006,141.381363,716859000
,,,,172.070007,146.905182,730262000
,,,,174.570007,149.03949,603956000
,,,,176.289993,150.507919,476357000
,,,,177.169998,151.259247,535450000
,,,,178.380005,152.292252,544161000
,,,,178.470001,152.369156,529849000
,,,,181.119995,154.631561,399417000
,,,,179.729996,153.444824,395192900
,,,,178.720001,152.582565,516353000
,,,,181.699997,155.12674,644360000
,,,,182.929993,156.176834,464585000
,,,,184.690002,158.535522,268155900
,,,,183.520004,157.531204,491782200
,,,,184.660004,158.509766,546143700
,,,,184.300003,158.200684,330031400
,,,,177.350006,152.23497,849077600
,,,,175.169998,150.363678,897696000
,,,,182.070007,156.286514,608415400
,,,,183.020004,157.101974,404025800
,,,,184.850006,158.672852,552940600
,,,,187.75,161.162155,668394100
,,,,187.279999,160.758682,475802700
,,,,186.660004,160.226517,685365300
,,,,184.970001,158.775833,625475000
,,,,188.880005,162.847717,511737000
,,,,187.089996,161.304413,600533000
,,,,186.130005,160.476685,734882000
,,,,187.449997,161.614822,333243000
,,,,188.309998,162.356277,509277000
,,,,187.880005,161.985519,458978000
,,,,189.059998,163.00296,403058000
,,,,189.130005,163.063263,516990000
,,,,191.380005,165.003189,261374800
,,,,193.190002,166.563705,325925000
,,,,194.919998,168.055222,361819000
,,,,196.259995,169.210571,465892000
,,,,195.580002,168.624268,436146000
,,,,197.229996,170.861725,368903300
,,,,197.119995,170.766388,295769800
,,,,197.960007,171.494141,413234400
,,,,198.639999,172.083191,470610000
,,,,196.979996,170.645111,387672000
,,,,192.070007,166.391571,711588000
,,,,194.839996,168.791245,469970000
,,,,198.919998,172.32579,404644000
,,,,200.25,173.477966,302925000
,,,,200.5,173.694504,254125000
,,,,200.070007,173.322067,407401000
,,,,200.75,173.911102,528051700
,,,,199.559998,172.880188,560861000
,,,,194.350006,169.153732,658059000
,,,,196.639999,171.146851,718006000
,,,,186.429993,162.260544,1260115000
,,,,192.690002,167.709,921798000
,,,,198.110001,172.426346,605118000
,,,,202.339996,176.10788,538885000
,,,,203.960007,177.517929,407567700
,,,,205.220001,178.614548,404657500
,,,,207.639999,180.720825,422324500
,,,,207.889999,180.938339,305317700
,,,,203.160004,176.821609,575966800
,,,,201.789993,175.629227,1064762700
,,,,207.770004,180.833969,816168700
,,,,205.539993,179.880417,340845200
,,,,202.309998,177.05365,625596600
,,,,200.860001,175.784668,857725600
,,,,203.080002,177.727524,642427300
,,,,200.139999,175.154526,686441400
,,,,204.059998,178.585129,792941700
,,,,206.929993,181.096863,498096200
,,,,210.130005,183.8974,348837400
,,,,211.630005,185.210144,452304000
,,,,210.229996,183.984909,493088300
,,,,204.5,178.97023,622086900
,,,,210.460007,184.186172,715822500
,,,,205.759995,180.072937,604743900
,,,,205.699997,180.824005,632258900
,,,,207.979996,182.828262,371857300
,,,,210.429993,184.981964,407337600
,,,,210.630005,185.157791,503062000
,,,,210.570007,185.105011,455819800
,,,,208.039993,182.881012,584018200
,,,,210.020004,184.621597,534225800
,,,,212.880005,187.135742,395965900
,,,,212.699997,186.977448,339720700
,,,,211.919998,186.291824,472584900
,,,,210.949997,185.439117,602236800
,,,,210.589996,185.122635,545659800
,,,,210.5,185.043533,527826700
,,,,207.5,183.293564,722808500
,,,,204.529999,180.67009,560189400
,,,,210.610001,186.040787,559263100
,,,,211.369995,186.712097,432793000
,,,,210.770004,186.182083,569961300
,,,,210.070007,185.563782,476144600
,,,,208.919998,184.547958,612364600
,,,,208.320007,184.017944,485881100
,,,,194.460007,171.77478,1757250800
,,,,195.410004,172.613983,1014126800
,,,,194.789993,172.066284,624542200
,,,,200.179993,176.827515,571142100
,,,,193.600006,171.015137,852111800
,,,,191.630005,170.154984,815447100
,,,,199.410004,177.06311,702984900
,,,,199.289993,176.956558,503664900
,,,,201.850006,179.22966,505732700
,,,,208.949997,185.534012,602199500
,,,,210.360001,186.786026,499343800
,,,,207.740005,184.459595,463609500
,,,,208.729996,185.338638,635003700
,,,,209.320007,185.862579,398017700
,,,,208.529999,185.161072,356440200
,,,,205.339996,182.328568,726939100
,,,,208.029999,184.717087,860774000
,,,,206.020004,182.932358,745593700
,,,,205.929993,183.940674,270397900
,,,,198.820007,177.58989,600189800
,,,,188.830002,168.666611,1004694000
,,,,185.649994,165.826187,1047434200
,,,,188.130005,168.041397,821182700
,,,,191.300003,170.872894,878009500
,,,,185.270004,165.486755,844574000
,,,,192.880005,172.28418,602951500
,,,,193.199997,172.569977,583043800
,,,,199,177.750671,610694800
,,,,199.380005,178.090118,543460900
,,,,203.339996,181.627213,590887500
,,,,203.210007,181.511154,524102000
,,,,206.020004,184.970154,326057300
,,,,206.419998,185.329285,464006600
,,,,208,186.747879,504344100
,,,,210.100006,188.633362,392921900
,,,,209.350006,187.959961,404306800
,,,,205.009995,184.063385,500494200
,,,,206.5,185.401123,390508300
,,,,204.910004,183.973618,498534700
,,,,209.279999,187.897125,449262700
,,,,210.270004,188.785934,299307500
,,,,212.369995,190.671371,356834500
,,,,207.75,186.523438,539551100
,,,,208.100006,186.837708,517400600
,,,,206.660004,186.509705,963662600
,,,,209.660004,189.217209,476902400
,,,,214.919998,193.964325,481798400
,,,,217.089996,195.92276,369617400
,,,,216.520004,195.40831,340602300
,,,,216.179993,195.101471,364155600
,,,,217.639999,196.419098,267577000
,,,,218.369995,197.077911,311979200
,,,,217.850006,196.608627,314929200
,,,,217.380005,196.184448,405617300
,,,,219.009995,197.655487,310395100
,,,,213.149994,192.366882,780817200
,,,,215.820007,194.776596,549864500
,,,,216.639999,196.504227,406042700
,,,,215.630005,195.58812,521549700
,,,,213.710007,193.846588,408804200
,,,,214.279999,194.363617,396367800
,,,,213.740005,193.873795,365123300
,,,,209.740005,190.24559,505228500
,,,,216.380005,196.268402,673057400
,,,,217.869995,197.619949,524516300
,,,,220.699997,200.186859,352514800
,,,,220.380005,199.896622,297623300
,,,,224.600006,203.72435,392334100
,,,,225.880005,204.885468,542715600
,,,,225.770004,204.785645,529481700
,,,,224.399994,204.742676,199684400
,,,,226.580002,206.731705,327805300
,,,,227.100006,207.206177,335300500
,,,,226.75,206.886795,250865200
,,,,229.570007,209.459763,450832000
,,,,227.619995,207.680603,354417600
,,,,229.240005,209.158691,317508300
,,,,234.919998,214.341125,345048000
,,,,236.279999,215.581985,312987800
,,,,239.779999,218.775375,459633000
,,,,236.559998,215.837448,350884300
,,,,238.949997,218.018097,385895000
,,,,234.279999,213.757202,449261600
,,,,235.539993,215.841751,455804000
,,,,234.779999,215.145325,381284300
,,,,234.029999,214.458054,381073100
,,,,233.440002,213.917389,313211500
,,,,238.399994,218.46254,483572700
,,,,238.479996,218.535858,318339000
,,,,239.869995,219.809647,277506700
,,,,235.820007,216.098343,401605800
,,,,240.610001,220.487762,378339100
,,,,241.440002,221.248322,237699500
,,,,243.660004,223.282684,306846600
,,,,244.240005,223.814133,422984500
,,,,242.949997,222.632065,329025800
,,,,243.490005,224.214996,320125700
,,,,242.770004,223.552002,287351800
,,,,244.009995,224.693802,270001400
,,,,246.990005,227.437927,227043000
,,,,247.429993,227.843094,278589300
,,,,247.440002,227.852295,288955300
,,,,247.25,227.677338,257394800
,,,,246.940002,227.391891,380599500
,,,,244.559998,225.200302,444052000
,,,,246.009995,226.535507,268919700
,,,,246.899994,227.355026,315126600
,,,,250.169998,230.36618,309356300
,,,,250.059998,230.264908,343796100
,,,,250.050003,231.398422,291573200
,,,,253.160004,234.276398,312143600
,,,,255.020004,235.997696,270703600
,,,,255.720001,236.645477,212536500
,,,,255.289993,236.247543,385646700
,,,,257.48999,238.283401,324153700
,,,,259.109985,239.782593,273663600
,,,,256.440002,237.311768,347425500
,,,,259.76001,240.38414,305819500
,,,,262.709991,243.11409,256615200
,,,,263.23999,243.604492,540219000
,,,,266.75,246.852768,424961200
,,,,267.029999,247.111847,488065000
,,,,267.320007,248.644653,248748600
,,,,270.470001,251.574646,317849600
,,,,274.119995,254.96965,348307900
,,,,279.609985,260.076111,372991500
,,,,283.179993,263.396637,564871300
,,,,281.899994,262.206085,522609900
,,,,267.670013,248.97023,1080362000
,,,,269.589996,250.756104,875710100
,,,,270.049988,251.183884,456873800
,,,,271.649994,252.672211,510776100
,,,,272.779999,253.723282,579522400
,,,,275.299988,256.0672,450315300
,,,,270.429993,251.537415,431452000
,,,,259.829987,242.645874,750670500
,,,,263.559998,246.129227,541560100
,,,,263.76001,246.315994,562285900
,,,,270.390015,252.507492,339360900
,,,,263.630005,246.19455,459893400
,,,,263.200012,245.79303,367540100
,,,,269.5,251.676407,410003800
,,,,272.23999,254.235138,327704700
,,,,273.359985,255.281082,296590900
,,,,272.609985,254.580597,318005600
,,,,277.399994,259.053864,324030700
,,,,278.029999,259.642212,355401200
,,,,275.970001,257.718445,401373800
,,,,269.350006,252.665848,437472200
,,,,270.899994,254.119736,279984900
,,,,276.859985,259.710541,302991500
,,,,281.059998,263.65036,253450700
,,,,284.01001,266.417603,337707200
,,,,280.859985,263.462738,320854500
,,,,285.459991,267.777832,242073900
,,,,281.779999,264.325836,325293300
,,,,286.170013,268.443848,287659200
,,,,291.480011,273.424988,272193700
,,,,289.029999,271.126678,257417100
,,,,289.119995,271.211182,299986900
,,,,291.220001,273.181091,285369100
,,,,289.880005,271.924103,383359600
,,,,291.720001,274.888824,303372600
,,,,278.299988,262.243134,594309800
,,,,280.450012,264.269073,789172500
,,,,265.320007,250.012039,681034300
,,,,270.630005,255.015732,785797500
,,,,281.01001,264.796875,450589600
,,,,270.200012,254.610504,487583600
,,,,265.019989,249.72937,576416100
,,,,274.579987,258.737823,325921300
,,,,270.25,254.657623,461712900
,,,,265.459991,250.143967,736131300
,,,,251.259995,236.76329,728624000
,,,,246.179993,231.976318,873196000
,,,,250.179993,237.122238,610592100
,,,,257.970001,244.50563,587427800
,,,,260.980011,247.358566,404435200
,,,,263.410004,249.661758,425580200
,,,,267.579987,253.61409,400311200
,,,,272.73999,258.50473,388440000
,,,,274.98999,260.637299,376839700
,,,,278.410004,263.878845,316054700
,,,,279.200012,264.627563,325125700
,,,,277.329987,262.855194,388797800
,,,,281.339996,266.655853,406086500
,,,,281.549988,266.854889,385904500
,,,,279.649994,266.221558,428135500
,,,,286.420013,272.666534,324356800
,,,,288.290009,274.446716,279929300
,,,,289.450012,275.551025,284839100
,,,,292.230011,278.19754,211508100
,,,,291.809998,277.797668,318668600
,,,,287.529999,273.723145,465070200
,,,,285.059998,271.371826,494150500
,,,,285.630005,271.914459,336309800
,,,,278.269989,264.907867,329004200
,,,,282.959991,269.37265,394216200
,,,,288.390015,274.54187,310239300
,,,,293.059998,278.98764,304584800
,,,,290.470001,276.522034,381075800
,,,,298.799988,285.835449,280815100
,,,,298.609985,285.653778,197068900
,,,,297.73999,284.821503,197738500
,,,,301.440002,288.360962,245487000
,,,,297.429993,284.524933,288698900
,,,,287.970001,275.475403,699425700
,,,,283.899994,271.58194,476893400
,,,,292.450012,279.761047,337267800
,,,,288.890015,276.355469,399617300
,,,,294.040009,281.282074,236789300
,,,,300.25,287.222626,310870900
,,,,301.100006,288.035706,308056000
,,,,297.619995,284.706635,376325700
,,,,288.059998,276.834045,403370600
,,,,291.269989,279.918945,368048000
,,,,298.399994,286.771118,290094200
,,,,299.880005,288.193451,232036100
,,,,304.140015,292.287354,216734300
,,,,307.100006,295.13208,290222500
,,,,309.100006,297.054108,239504000
,,,,310.769989,298.658966,309682400
,,,,315.480011,303.185425,230175700
,,,,311.459991,299.322113,235382200
,,,,314.420013,302.166809,230553400
,,,,319.589996,307.135284,369873900
,,,,321.230011,308.711395,305712600
,,,,321.859985,310.837616,180246400
,,,,324.450012,313.338959,301307200
,,,,328.190002,316.950775,283478800
,,,,331.339996,319.99292,276553600
,,,,326.619995,315.43457,341326800
,,,,332.859985,321.460846,386944700
,,,,337.420013,325.864746,255426300
,,,,338.339996,326.753204,225125000
,,,,311.5,300.832428,762727000
,,,,312.859985,302.145813,1384785400
,,,,274.359985,264.964264,1256211700
,,,,240,231.78096,1608694400
,,,,246.789993,238.33844,1497430800
,,,,246.149994,239.11821,1037779200
,,,,274.029999,266.201752,856484500
,,,,277.76001,269.825226,560756700
,,,,279.100006,271.126923,597929700
,,,,293.209991,284.833801,491685100
,,,,284.25,276.129791,482157400
,,,,281.600006,273.555511,471808900
,,,,296.929993,288.447571,533879000
,,,,303.529999,294.859009,336020900
,,,,312.179993,303.261902,432089100
,,,,319,309.887115,472440300
,,,,311.660004,302.756775,760731600
,,,,304.089996,295.403015,492312400
,,,,310.519989,302.976807,482993600
,,,,316.179993,308.499298,268606600
,,,,321.850006,314.031586,424755600
,,,,326.859985,318.919861,288791300
,,,,325.119995,317.222137,303746800
,,,,332.109985,324.042328,284542000
,,,,337.440002,329.242828,268645300
,,,,337.230011,329.037933,231345600
,,,,347.570007,339.12674,235156700
,,,,357.700012,349.010681,297170900
,,,,339.790009,331.535736,493095000
,,,,338.820007,330.589325,375872300
,,,,322.640015,314.802368,453576300
,,,,334.890015,328.062775,367720400
,,,,340.76001,333.81311,370971400
,,,,347.929993,340.836914,316143000
,,,,342.730011,335.74292,341912100
,,,,326.660004,320.00058,389104600
,,,,343.540009,336.536469,517207200
,,,,356.670013,349.398773,473517900
,,,,356.279999,349.016693,341681800
,,,,362.660004,355.266693,301335600
,,,,366.790009,359.312439,232545200
,,,,366.850006,359.371216,279133400
,,,,370.170013,362.623566,306936000
,,,,367.570007,360.076538,391198900
,,,,371.98999,365.959747,168594100
,,,,373.549988,367.494476,363155400
,,,,379.790009,373.633362,289330000
,,,,383.890015,377.66687,270218500
,,,,374.410004,368.340546,337119000
,,,,381.850006,375.659943,413658600
,,,,390.079987,383.7565,228883100
,,,,392.390015,386.029083,196769600
,,,,391.769989,385.419159,390086000
,,,,381.420013,375.236908,604256400
,,,,389.579987,383.264618,682154800
,,,,397.26001,390.82016,396007600
,,,,387.519989,381.237976,491027400
,,,,396.329987,391.18222,527641700
,,,,406.589996,401.30896,309225000
,,,,411.450012,406.105865,293883500
,,,,416.070007,410.665833,369410400
,,,,417.399994,411.978546,325516400
,,,,415.75,410.350006,393953000
,,,,405.410004,400.144287,475606600
,,,,410.859985,405.523529,420002100
,,,,419.070007,413.626892,306517600
,,,,420.329987,414.870514,218541600
,,,,421.649994,416.17337,261203200
,,,,422.109985,416.62738,270844000
,,,,422.600006,417.111023,389593700
,,,,428.059998,423.882355,257197800
,,,,434.459991,430.219879,243398600
,,,,436.23999,431.982513,343765100
,,,,434.549988,430.309021,443320700
,,,,438.829987,434.547211,275233800
,,,,438.980011,434.695801,279955900
,,,,443.779999,439.448914,214495900
,,,,439.179993,434.893829,334145500
,,,,448.910004,444.52887,299068300
,,,,451.799988,447.390656,291443700
,,,,450.910004,446.509338,197524900
,,,,447.880005,443.508942,388646500
,,,,437.859985,433.5867,557533400
,,,,434.450012,431.588226,412627400
,,,,434.899994,432.035278,602030800
,,,,435.179993,432.313416,356383400
,,,,452.410004,449.429932,295278600
,,,,453.940002,450.94986,273878100
,,,,464.720001,461.658844,271452100
,,,,463.619995,460.566071,290221700
,,,,468.140015,465.056335,232011500
,,,,469.440002,466.347748,315768500
,,,,450.5,447.532501,479437200
,,,,469.519989,466.427216,531670400
,,,,470.600006,467.500122,440320500
,,,,467.690002,464.609283,487911500
,,,,477.480011,476.001251,215025900
,,,,468.380005,466.929443,368952200
,,,,471.019989,469.561249,433241000
,,,,451.75,450.350922,406130700
,,,,433.380005,432.037842,930823200
,,,,457.350006,455.933594,707103500
,,,,457.540009,456.123016,494553600
,,,,446.600006,445.216888,589670900
,,,,421.950012,420.643219,491871800
,,,,437.890015,436.533875,736874800
,,,,427.410004,426.086304,639140000
,,,,435.619995,434.270874,536512100
,,,,443.799988,442.425537,451448700
,,,,458.700012,458.700012,376616400
,,,,446.519989,446.519989,451462200
,,,,443.309998,443.309998,405574400
,,,,444.709991,444.709991,306917400
,,,,417.269989,417.269989,563563100
,,,,429.059998,429.059998,653225600
,,,,392.75,392.75,755044700
,,,,391.859985,391.859985,508446700
,,,,396.920013,396.920013,305735500
