Date,Open,High,Low,Close
07-01-08,9983.099609,10482.40039,9948.349609,10391.09961
08-01-08,10463.84961,10558.29981,10244.90039,10355.59961
09-01-08,10355.04981,10495.29981,10232.54981,10306.4502
10-01-08,10442.29981,10624.2002,10239.34961,10266.84961
11-01-08,10295.7002,10634.2002,10295.7002,10561.54981
14-01-08,10614.84961,10774.15039,10525.7002,10698.34961
15-01-08,10680,10755.7002,10433.9502,10465.7002
16-01-08,10390.4502,10397.29981,10038.9502,10346.9502
17-01-08,10404.7002,10420.25,10123.7002,10261.5
18-01-08,10168.25,10215.29981,9648.450195,9739.900391
21-01-08,9671.400391,9701.099609,8504.650391,9038.950195
22-01-08,8663.700195,9015.799805,7958.950195,8682.450195
23-01-08,9021.5,9501.549805,8889.599609,9259.200195
24-01-08,9369.099609,9630.549805,8960.200195,9133.849609
25-01-08,9170.349609,9827.299805,9170.349609,9752.25
28-01-08,9748.349609,9937.900391,9313.599609,9901.900391
29-01-08,9933.200195,10113.34961,9420.75,9569.599609
30-01-08,9635.349609,9635.349609,9309.799805,9404.150391
31-01-08,9442.200195,9505.349609,9147.25,9226.25
01-02-08,9320.25,9379.049805,9002.200195,9327.049805
04-02-08,9444.400391,9708.599609,9424.200195,9561.5
05-02-08,9577.299805,9577.299805,9363.349609,9397.799805
06-02-08,9169.549805,9256.049805,9052.349609,9185.650391
07-02-08,9225.299805,9283.349609,8925.900391,8960.450195
08-02-08,8976.599609,8999.950195,8624.75,8817
11-02-08,8841.200195,8879.299805,8216.900391,8419.25
12-02-08,8586,8637.900391,8406.25,8512.349609
13-02-08,8598.25,8805.549805,8564.650391,8748.75
14-02-08,8911.599609,9163.200195,8911.599609,9125.200195
15-02-08,9059.200195,9403.700195,8951.099609,9380.049805
18-02-08,9411.25,9518.349609,9320.400391,9404.200195
19-02-08,9438.200195,9538.700195,9384.950195,9423.450195
20-02-08,9215.450195,9346.049805,9056.099609,9129.099609
21-02-08,9143.799805,9260.099609,8768.150391,8946.200195
22-02-08,8922.150391,8922.150391,8642,8685.099609
25-02-08,8715.799805,8756,8399.200195,8666.5
26-02-08,8704.349609,8810.150391,8691.099609,8742.25
27-02-08,8808.650391,8903.450195,8676,8719.599609
28-02-08,8683.849609,8757.150391,8496.799805,8608.25
29-02-08,8535.849609,8758.549805,8248.75,8688.349609
03-03-08,8460.599609,8460.599609,8004.700195,8047.450195
04-03-08,8032.950195,8101,7587.600098,7736.600098
05-03-08,7696.799805,7734.899902,7519.100098,7588.350098
07-03-08,7474.299805,7474.299805,7064.5,7268.149902
10-03-08,7163.5,7375.200195,6945.5,7272.5
11-03-08,7186.100098,7481.75,7124.600098,7356.399902
12-03-08,7533.5,7705.649902,7289.049805,7341.549805
13-03-08,7226.799805,7226.799805,6840.649902,6914.649902
14-03-08,6914.149902,7124.950195,6880,7106
17-03-08,6956,6956,6493.049805,6556.200195
18-03-08,6493.350098,6611.149902,6335,6472.799805
19-03-08,6718.299805,6849.899902,6379.200195,6456.549805
24-03-08,6461.649902,6691.049805,6456.799805,6634.600098
25-03-08,6804.25,7188.5,6804.25,7147.149902
26-03-08,7151.649902,7230.799805,7078.049805,7120.899902
27-03-08,7075.899902,7105.700195,6941.049805,6969.299805
28-03-08,7022.049805,7079.149902,6751.899902,7037.850098
31-03-08,6970.549805,6970.549805,6606.049805,6655
01-04-08,6706.700195,6727.25,6446.700195,6608.100098
02-04-08,6690.799805,6949.450195,6690.799805,6772.700195
03-04-08,6769.899902,6836.100098,6697,6746.100098
04-04-08,6754.049805,6766.299805,6502,6545.149902
07-04-08,6485.399902,6857.549805,6485.399902,6832.399902
08-04-08,6843,6959.75,6750.399902,6862.700195
09-04-08,6839.25,7094.850098,6805.399902,7059.549805
10-04-08,7090.600098,7090.600098,6853.5,6872.850098
11-04-08,6935.799805,6960.200195,6817.549805,6838.450195
15-04-08,6773.299805,6970.850098,6687.899902,6916.75
16-04-08,6979.850098,7052.600098,6927.899902,6951.899902
17-04-08,7045.399902,7213.799805,7030.450195,7165.049805
21-04-08,7174.450195,7451.899902,7117.649902,7425.450195
22-04-08,7402.799805,7542.25,7383.700195,7520.899902
23-04-08,7518.799805,7532.450195,7298.950195,7378.049805
24-04-08,7408.350098,7446.75,7362.600098,7391.899902
25-04-08,7409.5,7651.399902,7409.5,7616.299805
28-04-08,7643.350098,7706.600098,7567.850098,7590.049805
29-04-08,7580.049805,7815.899902,7570.450195,7737.450195
30-04-08,7765.25,7804.200195,7575.450195,7629
02-05-08,7774.100098,7900.850098,7774.100098,7871.899902
05-05-08,7879.649902,7990.450195,7819.899902,7851.5
06-05-08,7842.899902,7871.299805,7751.850098,7814.549805
07-05-08,7787.850098,7802.25,7661.350098,7743.600098
08-05-08,7671.850098,7671.850098,7502.100098,7518.799805
09-05-08,7530.899902,7540.600098,7267.899902,7299
12-05-08,7274.700195,7359.600098,7140.100098,7330.549805
13-05-08,7384.799805,7471.450195,7295.799805,7340.950195
14-05-08,7288.25,7358.75,7276.5,7324.850098
15-05-08,7325.149902,7524.700195,7325.149902,7508.149902
16-05-08,7559.149902,7666.899902,7559.149902,7644.600098
20-05-08,7616.850098,7616.850098,7405.5,7459.200195
21-05-08,7425.350098,7425.350098,7299.049805,7374.25
22-05-08,7283.600098,7288.649902,7132.299805,7147.299805
23-05-08,7170.399902,7220.600098,6994.899902,7009.049805
26-05-08,6899.899902,6925.399902,6745.5,6767.450195
27-05-08,6832.450195,6850.350098,6573.799805,6593.950195
28-05-08,6595.049805,6837.399902,6557.649902,6780.899902
29-05-08,6826.5,6847.899902,6526.5,6576.75
30-05-08,6608.600098,6651.5,6502.450195,6584.350098
02-06-08,6577.299805,6677.149902,6306.25,6347.149902
03-06-08,6265.649902,6338.5,6190.600098,6301.200195
04-06-08,6311.25,6350.950195,6075.049805,6113.649902
05-06-08,6151.350098,6238.799805,5974.100098,6211.799805
06-06-08,6205.549805,6308.700195,6113.850098,6140.049805
09-06-08,5960.899902,5987.75,5803,5949.200195
10-06-08,5910.299805,5949.600098,5702.5,5814.350098
11-06-08,5857.549805,5988.600098,5853.75,5971.25
12-06-08,5796.649902,6024.100098,5703.100098,5999.350098
13-06-08,5976.5,6092.299805,5962.450195,5993.149902
16-06-08,6030.600098,6171.799805,6030.600098,6127.75
17-06-08,6127.25,6437,6119.299805,6425.649902
18-06-08,6441.5,6455.200195,6182.350098,6200.549805
19-06-08,6159.350098,6159.350098,5933.899902,5957.25
20-06-08,6003.299805,6009.399902,5731.25,5758.600098
23-06-08,5686.549805,5737.049805,5555.450195,5593.75
24-06-08,5644.149902,5693.649902,5441.649902,5489.850098
25-06-08,5382.299805,5521.149902,5282.850098,5480.700195
26-06-08,5536.149902,5600.299805,5425.75,5512.149902
27-06-08,5343.899902,5343.899902,5183.200195,5210.899902
30-06-08,5214.100098,5214.100098,4996.850098,5027.049805
01-07-08,5042.100098,5063.200195,4684.049805,4732.850098
02-07-08,4725,5077.100098,4633.950195,5025.75
03-07-08,4993.5,4993.5,4721.75,4851.350098
04-07-08,4834,5037.100098,4796.299805,4990.899902
07-07-08,5009.100098,5241.399902,5009.100098,5075.600098
08-07-08,4951.549805,5174.450195,4843.600098,5106.799805
09-07-08,5214.600098,5387,5214.600098,5341.450195
10-07-08,5251.450195,5363.549805,5210.049805,5339
11-07-08,5361.399902,5404.649902,5175.049805,5240.700195
14-07-08,5179.950195,5322.200195,5123.149902,5207.75
15-07-08,5124.850098,5124.850098,4790,4838.950195
16-07-08,4837.600098,4928.350098,4676.450195,4726.450195
17-07-08,4906.350098,5066.450195,4872.450195,5034.75
18-07-08,5109.299805,5418.399902,5103.200195,5389.149902
21-07-08,5448.200195,5614.850098,5406.299805,5601.5
22-07-08,5594.799805,5859,5573.049805,5793.700195
23-07-08,6033.049805,6369.600098,6033.049805,6343.149902
24-07-08,6445.299805,6468.399902,6103.100098,6213.600098
25-07-08,6044.600098,6046.899902,5881.75,5917.25
28-07-08,5900.299805,5987.200195,5842.700195,5919.149902
29-07-08,5767,5817,5394.950195,5422.149902
30-07-08,5522.75,5737.950195,5522.75,5719.450195
31-07-08,5762.399902,5762.399902,5573.600098,5730.049805
01-08-08,5655.350098,5989.450195,5546.899902,5961.899902
04-08-08,5932.450195,6089.600098,5905.700195,5992.399902
05-08-08,5888.850098,6412.149902,5888.850098,6371.700195
06-08-08,6544.75,6725.700195,6300.5,6328.200195
07-08-08,6281.5,6442.549805,6281.5,6363.149902
08-08-08,6295.700195,6488.25,6179.049805,6447.5
11-08-08,6574.5,6743.649902,6574.5,6723.200195
12-08-08,6650.200195,6754.450195,6433.799805,6490.799805
13-08-08,6403.850098,6483.200195,6318.049805,6370.75
14-08-08,6305.100098,6305.100098,6010.049805,6030.049805
18-08-08,5999.149902,6114.149902,5940.799805,6015.049805
19-08-08,5928.950195,6027.899902,5874.100098,5992.399902
20-08-08,6039.899902,6090.649902,5985.549805,6026.299805
21-08-08,6001.649902,6002.200195,5692.649902,5711.549805
22-08-08,5671.600098,5803.600098,5649.899902,5776.049805
25-08-08,5897.200195,5995.600098,5842.299805,5860.799805
26-08-08,5801.100098,5957.149902,5770.899902,5943.200195
27-08-08,5978.899902,5987.350098,5809.299805,5823.549805
28-08-08,5817.799805,5848.5,5686.600098,5721.149902
29-08-08,5828,6112.25,5828,6102.049805
01-09-08,6070.899902,6178.299805,5941.450195,6128.850098
02-09-08,6139.450195,6624,6139.450195,6508.899902
04-09-08,6439.850098,6528.5,6324.25,6494.649902
05-09-08,6318.25,6388.700195,6259.149902,6288.600098
08-09-08,6608,6631.950195,6522.049805,6538.850098
09-09-08,6469.950195,6506.350098,6400.149902,6441.350098
10-09-08,6401.399902,6485.299805,6328.649902,6427.549805
11-09-08,6342.799805,6431.950195,6246.549805,6332.25
12-09-08,6405.649902,6414.350098,6168.799805,6194.149902
15-09-08,6006.700195,6031.399902,5758.450195,5997.649902
16-09-08,5783.700195,6168.899902,5754.350098,6132.950195
17-09-08,6169.950195,6169.950195,5785.899902,5912.5
18-09-08,5692.649902,6101.799805,5551.700195,6077.200195
19-09-08,6281.549805,6357.200195,6141.450195,6312.049805
22-09-08,6396.200195,6396.200195,6256.950195,6303.899902
23-09-08,6147.5,6258.850098,6009.149902,6033.350098
24-09-08,6091.649902,6203.200195,6059.200195,6109.649902
25-09-08,6131.549805,6146.450195,5969.700195,6080.200195
26-09-08,6070.600098,6070.600098,5797.5,5828.600098
29-09-08,5863.049805,5863.049805,5432.200195,5538.75
30-09-08,5447.649902,5875.25,5296.600098,5803.549805
01-10-08,5875.549805,6040.149902,5671.700195,5982.399902
03-10-08,5920.700195,6017.299805,5761.5,5793.350098
06-10-08,5702.850098,5704.25,5522.850098,5560.549805
07-10-08,5713.25,5798.899902,5376.100098,5457.549805
08-10-08,5336,5336,4918.299805,5222.600098
10-10-08,4890,5112.25,4662.200195,4938
13-10-08,5034.649902,5557.049805,5034.649902,5496.75
14-10-08,5694.149902,5799,5521.299805,5578.399902
15-10-08,5452.450195,5551.200195,5348.799805,5425.25
16-10-08,5222,5565.350098,5145.799805,5481.649902
17-10-08,5557.950195,5591.399902,5113.450195,5183.549805
20-10-08,5237.600098,5477.450195,5113.149902,5284.200195
21-10-08,5373.649902,5478.399902,5296.799805,5414.5
22-10-08,5339.25,5364.100098,5075.799805,5095.75
23-10-08,4904.549805,5189.899902,4880.600098,4932.399902
24-10-08,4769.700195,4796.649902,4229.649902,4310.049805
27-10-08,4280.549805,4286.399902,3799.350098,4092.899902
29-10-08,4451.700195,4459.399902,4236,4280.450195
31-10-08,4364.350098,4621.649902,4364.350098,4521.700195
03-11-08,4791.799805,4902.200195,4779.600098,4875.700195
04-11-08,4884.299805,5254.600098,4807.100098,5220.700195
05-11-08,5355.450195,5431.899902,5078.149902,5121.299805
06-11-08,4949.75,5137.399902,4873.450195,4940
07-11-08,4894.25,5097.399902,4804.5,5043.549805
10-11-08,5097.850098,5274.850098,5086.049805,5261.149902
11-11-08,5207.799805,5207.799805,4921.950195,4945.700195
12-11-08,4875.100098,4970.350098,4685.850098,4748.149902
14-11-08,4866.5,4926.399902,4668.049805,4719.399902
17-11-08,4736.25,4736.25,4364.350098,4545.299805
18-11-08,4474.5,4474.5,4285,4346.75
19-11-08,4366,4520.649902,4213.5,4233.700195
20-11-08,4078.100098,4181.700195,3972.149902,4086.899902
21-11-08,4083.5,4376.899902,4052.100098,4300.700195
24-11-08,4274.299805,4355.600098,4095.949951,4164.75
25-11-08,4289.399902,4328.700195,4032.550049,4053.199951
26-11-08,4086.5,4298.350098,4005.350098,4267.899902
27-11-08,null,null,null,null
28-11-08,4148.75,4313.25,4148.75,4291.149902
01-12-08,4317.799805,4441.200195,4107.700195,4124.299805
02-12-08,3989,4123.25,3919,4099.299805
03-12-08,4161.950195,4245.5,4068.300049,4220.350098
04-12-08,4224.950195,4460.75,4224.950195,4446.649902
05-12-08,4442.950195,4611.450195,4308.549805,4357
08-12-08,4502.049805,4599.5,4407.200195,4429.850098
10-12-08,4517.649902,4573,4423.450195,4550.75
11-12-08,4557.049805,4681.100098,4485.200195,4597.149902
12-12-08,4502.549805,4687.5,4411.600098,4655.299805
15-12-08,4714.950195,4832.649902,4685.399902,4707.5
16-12-08,4698.5,4836.5,4677.299805,4820.649902
17-12-08,4868.5,4929.549805,4769.799805,4789.649902
18-12-08,4785.200195,5142.899902,4782.600098,5122.950195
